,MJD,DM,DMError,Flux,FluxError,Width,PeakFrequency,PeakFrequencyError,BandWidth,BandWidthError,Fluence,FluenceError,Energy,RM,RMErrorLeft,RMErrorRight,Linear,LinearError,Circular,CircularError
664,59888.51583,220.96,0.12,195,2.4,5.76,1044.3,2.8,180.2,6.3,1.124,0.014,81.06,-1.1,0.3,0.3,97.6,0.8,0.3,0.6
665,59888.51672,221.45,0.64,23.7,0.3,2.09,1241.8,19.5,642.2,1646.9,0.049,0.001,3.57,20.9,4.3,9.9,57,9.8,-8.6,8.6
666,59888.51729,219.85,0.25,25.6,0.3,1.98,1019.2,3.1,48.6,6.9,0.051,0.001,3.65,46.1,12.8,16.3,77.3,14,27.4,11.5
667,59888.51749,219.86,0.2,29.6,0.4,2.28,1021.7,2.6,59.3,6.3,0.068,0.001,4.87,-13.9,9.2,8.9,109.5,13.1,16.5,9
668,59888.51817,221.14,0.21,28.6,0.4,2.67,1062.4,10.6,185.8,27.3,0.076,0.001,5.51,7.1,2.8,2.9,86.6,7.5,10.4,5.7
669,59888.51881,220.78,0.28,32.9,0.4,5.57,1010.5,2.8,72,5.3,0.183,0.002,13.22,-3.9,4.7,4.8,91.4,6,-3.3,4.5
670,59888.51917,219.37,0.13,141.6,1.8,10.97,1017.5,6.8,194.8,12.1,1.552,0.019,111.99,1.7,0.4,0.4,92.4,1,-34.7,0.7
671,59888.51928,220.46,2.7,26.5,0.3,1.14,1012.3,9.8,68.2,18.9,0.03,0,2.18,48.1,22.2,19.1,116.2,24.2,21.1,16.2
672,59888.52001,219.42,3.08,112.5,1.4,5.26,1400.5,5.6,242.1,17.5,0.592,0.007,42.73,3.5,0.6,0.6,92.6,1.2,-21.1,0.9
673,59888.52008,221.9,0.46,51.4,0.6,3.51,1150.4,6.5,250,24.5,0.18,0.002,13.01,2.7,1.1,1.1,106.8,5.3,-14.9,3.7
674,59888.5209,224.38,1.59,48,0.6,3.22,1219.4,5.5,201.2,21.3,0.155,0.002,11.18,1.7,1.7,1.8,111.6,5.8,-5.3,3.8
675,59888.5209,222.22,0.41,29.8,0.4,2.47,1137.1,5.8,167.1,17,0.074,0.001,5.31,-5.9,2.3,2.2,92.8,7.7,9.2,5.7
676,59888.52192,220.28,0.22,128,1.6,4.19,1150.8,3.2,219.3,11,0.536,0.007,38.69,-1.7,0.7,0.7,97,2.4,1.3,1.7
677,59888.52204,220.3,0.17,28.7,0.4,2.61,1008.1,12.1,122.2,20.3,0.075,0.001,5.41,-14.5,7.2,6.9,92.3,8.3,-1.3,6.1
678,59888.52214,219.51,0.17,42.3,0.5,4.1,1016.1,2.3,69.9,4.8,0.173,0.002,12.5,-5.5,4.3,4.1,94.2,5.5,33.7,4.2
679,59891.54902,222.78,0.87,80,1,5.42,1330.2,8.9,356.8,63.2,0.434,0.005,31.29,-0.1,0.9,0.9,102.3,2.4,4.3,1.7
680,59891.54935,221.7,0.59,41.2,0.5,3.53,1210.4,8.6,310.4,64.1,0.146,0.002,10.5,-2.3,1.7,1.6,89.9,5.8,-17.8,4.4
681,59891.54982,220.89,0.21,27.7,0.3,1.81,1040.3,10,121.6,24.3,0.05,0.001,3.62,-25.7,11.2,11.1,81.5,11.9,9.3,9.3
682,59891.55147,219.83,0.11,128,1.6,6.99,1027.7,4.3,174.8,8.3,0.894,0.011,64.51,0.7,0.5,0.5,101,1.2,-5.4,0.9
683,59891.55247,220.92,2.98,24.4,0.3,1.71,1345,35,392.5,262.3,0.042,0.001,3.01,13.7,4.8,5.4,88.1,9.5,36.2,7.6
684,59891.55266,221.51,0.32,51.6,0.6,3.64,1248.8,4.2,221.9,20.2,0.188,0.002,13.55,2.3,1.3,1.2,101,3.8,0.3,2.7
685,59891.55329,219.84,3.02,27.4,0.3,1.43,1017.2,3.8,34,9.1,0.039,0,2.84,17.1,26.3,26.6,91.2,29.1,-43.2,23.4
686,59891.55388,220.08,0.08,68,0.8,3.46,1009.7,2.2,72.3,3.8,0.235,0.003,16.98,-2.5,2.6,2.7,103.2,2.9,13.6,2
687,59891.55533,220.6,0.26,27.5,0.3,2.29,1017,7.8,81.4,15.5,0.063,0.001,4.54,-18.1,12.5,16.9,75.5,11.2,21.6,9.2
688,59891.55543,218.74,0.18,368.8,4.5,8.61,1047.5,2.4,197,5.1,3.177,0.039,229.17,1.9,0.1,0.1,99.2,0.4,-12.7,0.3
689,59891.55565,220.24,0.19,25,0.3,1.5,1012.2,6.5,54,11.6,0.038,0,2.72,-7.1,22.3,15.3,100.4,13.5,13.4,9.6
690,59891.556,219.07,0.07,280.3,3.4,18.04,1046.5,5.5,290.2,12.3,5.057,0.062,364.77,-0.5,0.1,0.1,100.1,0.3,-3.1,0.2
691,59891.55626,218.97,0.13,123.3,1.5,6.51,1017.2,5.4,179.7,9.1,0.803,0.01,57.92,3.9,0.5,0.5,103.9,1.4,7.1,1
692,59891.55638,221.76,0.22,34.2,0.4,3.04,1139.7,7.8,234.5,27.6,0.104,0.001,7.5,0.7,2.2,2.1,102.9,8.3,29.5,6.1
693,59891.5564,222.78,0.15,587.4,7.2,9.03,1105,4.2,358.2,16.9,5.306,0.065,382.79,-0.7,0.1,0.1,95.9,0.3,28.5,0.2
694,59891.55693,222.98,0.2,97.2,1.2,3.51,1258.9,4.5,242.1,25.4,0.341,0.004,24.58,-1.7,0.7,0.7,95.2,2,3.9,1.4
695,59891.55721,220.17,0.2,25.3,0.3,2.36,1030.9,4.6,81.5,11,0.06,0.001,4.29,4.5,7.9,7.9,89.2,10.9,-17.7,8.3
696,59891.55861,223.68,0.84,30.3,0.4,2.61,1121.7,14.2,147.7,40.8,0.079,0.001,5.7,-30.1,11.1,4,78.9,10.4,17,8.3
697,59891.5594,218.73,0.22,108.3,1.3,7.21,1038.1,4.3,160.1,9.3,0.782,0.01,56.39,0.3,0.6,0.6,100.6,1.8,-12.9,1.3
698,59891.56052,220.43,0.1,117,1.4,5.33,1051.4,4.2,188.2,10.1,0.624,0.008,45.04,7.7,0.5,0.5,75.7,1.5,-69.4,1.4
699,59891.56133,221.35,0.3,29.5,0.4,1.91,1025.7,16.2,141.3,31.2,0.056,0.001,4.06,-15.9,7.7,6.8,72.6,9.3,-22.9,7.7
700,59891.56166,219.57,2.75,66.5,0.8,3.7,1213,4,187.4,14.1,0.246,0.003,17.76,0.3,1.1,1.1,99.7,3.4,2.7,2.4
701,59891.56248,222.41,0.86,137.2,1.7,6.53,1327.4,4.1,226.5,15.5,0.896,0.011,64.61,0.5,0.5,0.5,101.6,1.3,-14.8,0.9
702,59891.56261,220.49,2.74,19.5,0.2,1.3,1014.7,2.2,29.4,5.2,0.025,0,1.84,-20.7,41.1,31.9,138.2,40.8,-26.8,24.7
703,59891.56262,220.11,0.15,37.6,0.5,5.61,1003.2,4.1,76.1,6.3,0.211,0.003,15.24,-9.1,3.5,3.7,103.4,4.6,30.6,3.4
704,59891.56315,220.5,0.47,22.1,0.3,1.87,1038.1,9.5,72.9,24.5,0.041,0.001,2.97,25.1,14.8,29.9,62.4,14.7,-7.2,12.5
705,59891.56315,219.65,0.18,30,0.4,2.76,1006.5,9,98.2,14.4,0.083,0.001,5.97,14.7,7.2,7.6,109.2,11.4,-22.1,7.9
706,59891.56349,220.11,0.07,106.5,1.3,5.84,1012.6,6.1,178.1,9.9,0.622,0.008,44.84,-2.1,0.5,0.5,101.7,1.5,2.5,1.1
707,59891.56373,221.26,0.29,31.7,0.4,3.5,1060.9,14.4,200.7,35.1,0.111,0.001,8.01,0.5,3.4,3.2,113.2,10.4,-15.6,7
708,59891.56405,220.01,0.08,394.5,4.9,7.63,1086.2,2.5,256.5,7.4,3.011,0.037,217.23,-0.9,0.2,0.2,99.9,0.4,15.3,0.3
709,59891.56497,221.53,0.46,41.2,0.5,5.41,1107.5,6.8,213,21.4,0.223,0.003,16.07,-7.1,2,1.7,98.9,6.5,-3.6,4.6
710,59891.56589,222.17,0.85,24.9,0.3,2.2,1021,10,94.1,20.4,0.055,0.001,3.95,-7.7,8.1,8.2,73.4,13.6,-53.8,12.5
711,59891.56589,220.25,0.24,32.9,0.4,1.7,1030.2,8.1,102.8,18.6,0.056,0.001,4.04,8.3,7.1,9.2,73,12.4,21.7,10.3
712,59891.56695,219.75,0.08,138.9,1.7,2.3,1009.5,5.4,125.4,9,0.319,0.004,23.01,4.7,1.5,1.5,89,2.5,-41.2,2
713,59891.56704,222.31,0.28,277.9,3.5,7.01,1278.5,6.1,531.8,228.1,1.949,0.024,140.56,2.5,0.2,0.2,98.9,0.5,-10.9,0.4
714,59891.56711,221.93,0.26,387.5,4.8,7.73,1254.9,4.4,521.8,211.5,2.994,0.037,216,-0.3,0.1,0.1,101,0.4,3.2,0.3
715,59891.5672,218.39,2.76,25.4,0.3,1.71,1372.4,20,301.8,81.8,0.043,0.001,3.12,-25.7,11.5,14.3,113.2,22.5,-4.5,14.9
716,59891.56767,219.4,0.24,32,0.4,4.19,1017.8,7.4,96.7,14.9,0.134,0.002,9.68,5.7,5.9,7.5,100.3,9.9,12.2,7
717,59891.56788,218.52,0.06,357.8,4.5,12.49,1179.3,3.2,291.7,17.1,4.469,0.056,322.38,-1.9,0.1,0.1,94.7,0.3,28.5,0.3
718,59891.56803,221.28,0.17,73.5,0.9,6.71,1075,7,234.4,18.9,0.493,0.006,35.59,-0.3,0.6,0.6,92.9,1.9,-35.5,1.5
719,59895.50202,220.27,0.1,58.6,0.7,5.46,1028.5,3.8,133.2,8.1,0.32,0.004,23.08,0.7,1.3,1.3,93.3,2.7,-5.2,2
720,59895.50273,221.68,0.38,37.3,0.5,5.2,1089.6,6.8,208.3,19.6,0.194,0.002,14,3.9,2,2.1,83.9,5.3,5.2,4.1
721,59895.50301,219.85,0.23,24.9,0.3,3.33,1024.4,4.6,85.5,9.9,0.083,0.001,5.98,16.3,7.1,8.2,79.4,9.4,-3.3,7.4
722,59895.50304,222.35,0.29,539.3,6.6,8.41,1282.7,3.2,497.3,95.9,4.537,0.056,327.32,0.5,0.1,0.1,100.2,0.2,-0.6,0.1
723,59895.50415,219.86,0.06,483.7,5.9,7.12,1062.4,4.4,295.8,11.1,3.445,0.042,248.55,-2.3,0.1,0.1,99.1,0.4,-4.6,0.3
724,59895.50424,224.36,1.42,50,0.6,2.59,1465.1,8.2,169.9,17.1,0.13,0.002,9.34,-5.1,3.9,3.7,100.3,4.6,-0.4,3.3
725,59895.50511,222.85,1.15,213.1,2.6,7.24,1382.7,3.6,265.8,12.9,1.544,0.019,111.37,-0.1,0.3,0.3,99.3,0.5,10.2,0.4
726,59895.50518,220.02,0.34,23,0.3,0.57,1018.2,6.1,55.3,13.2,0.013,0,0.95,58.9,44.6,49.9,127.1,33.1,10,20.6
727,59895.50587,219.69,0.12,39.5,0.5,5.32,1018.8,2.5,80.6,4.8,0.21,0.003,15.18,4.7,2.7,2.7,90.8,3.9,11.6,2.9
728,59895.50657,220.24,0.07,115,1.4,3.15,1035.7,4,164.6,8.6,0.362,0.004,26.09,-1.7,0.9,0.9,101.7,2.4,5.1,1.7
729,59895.50675,221.7,0.08,759.4,9.3,8.09,1046.5,7.7,441.1,22.4,6.142,0.075,443.11,0.3,0.1,0,99.4,0.2,-11.9,0.1
730,59895.50683,219.94,0.13,138.1,1.7,9.13,1030.4,4.5,181.8,8.8,1.261,0.015,90.96,-1.5,0.4,0.4,98.2,0.9,-4,0.7
731,59895.50721,219.85,0.13,60.2,0.7,7.5,1013.1,3,92.9,5.2,0.451,0.006,32.57,0.1,1.7,1.8,100.2,2.6,7.4,1.8
732,59895.50723,219.96,0.06,733.2,9,7.9,1063.5,3.1,279.5,7.6,5.793,0.071,417.92,0.3,0.1,0.1,100.4,0.2,-4.3,0.1
733,59895.50748,220.88,0.39,25.6,0.3,1.41,1076.2,9.4,129.5,26.5,0.036,0,2.6,-5.1,6.8,6.8,207.3,44.3,-19.3,19.6
734,59895.50748,220.35,0.26,20,0.2,1.07,1024.8,2.9,28.1,6.9,0.021,0,1.54,-60.7,43.8,40.5,66.4,22.1,-30.5,19.2
735,59895.50754,222.93,0.96,52.8,0.6,4.84,1484.8,21.7,260.7,37.7,0.256,0.003,18.44,1.3,2.1,2,95,3,-16.1,2.2
736,59895.50777,220.43,0.11,282.6,3.5,7.25,1040.3,2.4,165.2,5.2,2.047,0.025,147.7,0.3,0.3,0.3,97.3,0.6,5.1,0.4
737,59895.50835,220.81,0.28,28.6,0.3,4.93,1172.4,11,301,56.1,0.141,0.002,10.16,4.3,1.5,1.8,93.6,5.5,4.5,4
738,59895.50841,219.71,0.14,508,6.2,12.31,1018.5,6,288.6,10.4,6.254,0.076,451.17,-1.3,0.1,0.1,98.8,0.2,9.9,0.2
739,59895.50919,219.81,0.1,45.3,0.6,4.19,1003.9,10.1,155.6,15.4,0.19,0.002,13.69,3.7,2.4,2.4,95.3,4.7,-0.3,3.4
740,59895.50969,220.59,0.18,28.2,0.3,4.16,1001.9,8.1,94.1,11.8,0.117,0.001,8.46,-20.1,7.8,7.3,88.7,7.4,19.8,5.7
741,59895.51071,219.82,2.57,24.7,0.3,3.67,1344.5,12,263.8,49.9,0.09,0.001,6.53,8.1,4.1,4.1,91.1,8.7,-7.9,6.4
742,59895.51087,219.04,0.29,24.3,0.3,1.7,1046.8,4.7,68.1,12.4,0.041,0.001,2.99,-25.1,12.6,10,59.5,10.7,-1.5,9.2
743,59895.51164,220.34,0.15,40.8,0.5,4.11,1011.4,4.2,82.8,7.3,0.168,0.002,12.1,6.7,3.5,3.3,106,5.2,-5.9,3.6
744,59895.51167,224.18,0.58,245.1,3,7.46,1227.1,3.1,308.2,28.2,1.827,0.022,131.83,2.5,0.1,0.2,101.5,0.5,-2.9,0.4
745,59895.5118,222.86,1.19,72.4,0.9,6.08,1444.6,13.1,289.2,31,0.44,0.005,31.75,1.5,1,1,102.4,2.1,-0.1,1.5
746,59895.5127,221.5,4.27,96.7,1.2,1.45,1468.2,14.6,261.5,28.7,0.14,0.002,10.11,-8.1,2.1,2.1,93.5,3.2,27.5,2.5
747,59895.51277,222.39,0.45,219.3,2.7,7.32,1493.5,12,260.7,19.2,1.606,0.019,115.85,2.3,0.4,0.4,96.7,0.5,1.5,0.4
748,59895.51277,220.68,0.32,45.9,0.6,3.38,1229.8,4.5,302.1,40.4,0.155,0.002,11.17,4.1,2,2,91.7,4,-1.2,3
749,59895.51281,224.59,0.56,392.2,4.8,8.01,1412.8,7.3,344.6,24,3.14,0.038,226.55,-1.7,0.2,0.2,98.2,0.3,5.6,0.2
750,59895.51288,221.01,0.18,712,8.6,12.9,1053.9,10.4,543,43.3,9.188,0.112,662.8,1.5,0,0,99.6,0.2,-2.6,0.1
751,59895.51292,221.06,0.12,158.8,1.9,6.72,1063.2,3.1,192.4,8.1,1.068,0.013,77.03,-2.5,0.4,0.4,97.5,1.2,7.4,0.9
752,59895.51344,220.97,0.11,638.4,7.7,4.17,1155.1,3.2,296.9,14.6,2.66,0.032,191.86,-1.1,0.1,0.1,99.2,0.5,7.3,0.3
753,59895.51376,218.67,4.03,43.4,0.5,3.18,1383.9,9.1,256.2,31.4,0.138,0.002,9.95,-0.5,2.3,2.4,85.2,5.1,8.2,3.9
754,59895.51387,220.84,0.15,36.5,0.4,3.91,1012.4,22.6,190.3,38.2,0.143,0.002,10.29,8.3,4.5,4.5,93.7,5.8,1,4.2
755,59895.51387,220.56,0.15,133.8,1.6,6.14,1019.3,2.3,106,4.4,0.822,0.01,59.26,1.1,0.8,0.8,98.5,1.3,-5.2,0.9
756,59895.51434,219.34,0.15,74.7,0.9,4.92,987.7,9.9,127.3,11.7,0.368,0.004,26.53,-2.9,2.1,2,94.4,3.1,6.7,2.2
757,59895.51502,219.85,0.23,35.7,0.4,0.96,997.1,9.7,74,12.1,0.034,0,2.48,-12.5,21.2,21.4,105.4,21.3,47.1,16.2
758,59895.51561,219.68,0.1,69.4,0.8,5.82,1020.2,3.6,131.1,6.7,0.404,0.005,29.16,1.5,1.3,1.3,100.9,2.5,-5.3,1.8
759,59895.51589,220.69,0.37,34.7,0.4,3.24,1189.5,6.9,159.9,21.4,0.112,0.001,8.11,2.3,3.7,3.5,92.9,6.3,-3.6,4.6
760,59895.51758,220.72,2.13,29.9,0.4,1.26,1544.8,189.7,116.1,155.6,0.038,0,2.72,7.3,218,147.8,93.6,50.2,19.6,37.4
761,59895.51758,221.25,0.2,35.2,0.4,2.48,1038,4.1,93.8,10.5,0.087,0.001,6.31,-11.5,5.5,5.2,82.1,8.1,6.6,6.3
762,59895.51784,219.28,0.13,110.4,1.3,7.82,1016.5,4.6,152.4,7.8,0.863,0.01,62.27,-1.9,0.6,0.6,100.8,1.3,0.7,0.9
763,59895.51824,220.5,0.09,121,1.5,2.12,1030.6,3.7,141.5,7.6,0.257,0.003,18.54,-4.5,1.4,1.4,95.6,3.3,7.8,2.4
764,59895.51935,224.74,0.39,649.2,7.8,6.66,1387.3,5.7,388.5,26.4,4.327,0.052,312.15,-0.1,0.1,0.1,97.3,0.2,-12,0.2
765,59895.51969,219.85,0.09,57.4,0.7,3.9,1014.8,3.1,91,5.7,0.224,0.003,16.16,-2.1,2.2,2.2,105.5,3.6,1,2.5
766,59895.51986,220.87,0.18,33.5,0.4,2.94,1068.5,6.2,175.3,17.5,0.098,0.001,7.09,-0.1,2.2,2.4,101.7,6.7,-2.8,4.7
767,59895.52022,219.82,0.07,239.1,2.9,6.54,1023.7,2.9,132.8,5.6,1.564,0.019,112.82,-2.9,0.4,0.4,87.9,0.8,38.9,0.7
768,59895.52066,220.19,0.1,45,0.5,2.81,1054.3,7.5,188.2,18.7,0.126,0.002,9.11,1.3,1.8,1.8,95.7,6,5.3,4.4
769,59895.52101,222.53,0.67,199.9,2.4,6.15,1232.5,4.2,393.6,74.5,1.23,0.015,88.75,-1.5,0.3,0.3,101.3,0.9,-4.5,0.6
770,59895.52146,221.34,0.21,465.4,5.6,16.93,1091.7,3.7,326.6,12.3,7.881,0.095,568.55,-2.1,0.1,0.1,99.4,0.2,9.2,0.2
771,59895.52177,221.02,0.35,26.1,0.3,1.62,1075.3,9.1,151.1,25.1,0.042,0.001,3.05,-3.3,5.9,6.7,78,14.9,1,11.8
772,59897.49705,221.02,0.13,75.2,0.9,6.07,1083.9,3.7,190.8,10.9,0.457,0.006,32.94,-1.5,0.5,0.5,99.5,1.9,3.9,1.3
773,59897.49711,220.25,5.5,166.8,2.1,7.85,1443.1,10.7,336.9,27.4,1.31,0.016,94.48,-0.7,0.4,0.4,94.8,0.8,-11.5,0.6
774,59897.49724,219.89,0.21,20.5,0.3,1.69,984.8,29.9,141.5,36.3,0.035,0,2.51,-1.3,16,15.3,154,25.8,-4.4,14
775,59897.49821,220.41,0.08,40,0.5,2.75,1009.2,5.8,118.7,9.7,0.11,0.001,7.92,3.7,4.7,4.9,89.7,5.6,-1.2,4.2
776,59897.49903,223.07,0.75,25.3,0.3,0.88,1304.2,10.9,143.4,32.5,0.022,0,1.6,16.5,14.7,14.4,65.7,13.8,24,11.9
777,59897.49907,220.11,0.09,69.4,0.9,7.97,1042.7,4.8,182.3,10.6,0.554,0.007,39.94,-0.7,0.7,0.7,103.2,2.1,3.8,1.5
778,59897.49917,220.45,0.09,159.9,2,5.32,1038.9,2.3,151.6,5.1,0.851,0.01,61.41,1.1,0.5,0.5,93.3,1,-27.2,0.7
779,59897.49919,220.85,0.14,46.6,0.6,3.51,1003.4,4.8,106.1,7.2,0.164,0.002,11.8,0.7,3.7,3.7,108.4,5.7,-4.2,3.9
780,59897.49968,219.11,0.17,565.2,6.9,10.37,1058.5,3.2,262.5,7.5,5.863,0.072,422.94,0.5,0.1,0.1,97.2,0.3,-23,0.2
781,59897.49983,221.07,0.26,35.4,0.4,2.82,1090.7,5.5,155.8,16,0.1,0.001,7.2,-6.1,2.9,2.8,88,7.8,20.7,6
782,59897.49992,219.73,0.05,12250.3,150.3,3.08,1049.5,4.2,233.7,9.2,37.735,0.463,2722.16,0.9,0,0,72.4,0,-4.1,0
783,59897.50068,220.02,0.1,26.9,0.3,2.18,1005.5,8.1,95.9,13,0.059,0.001,4.22,-2.5,9,9.1,90.8,10,11.6,7.4
784,59897.50111,222.61,1.35,244.9,3,9.73,1290.2,4.5,478.1,110.6,2.384,0.029,171.94,0.9,0.1,0.1,99.9,0.4,2.1,0.3
785,59897.50117,219.96,0.16,23,0.3,1.36,999.4,8.9,77.8,12.8,0.031,0,2.25,7.9,38,38.4,105.6,18.3,-10.3,12.7
786,59897.50166,220.62,0.19,30.7,0.4,5.12,1063.4,10.9,231,27.6,0.157,0.002,11.33,5.1,2.4,2.5,87.5,5.5,-13,4.2
787,59897.50191,220.79,0.17,33.7,0.4,4.29,1002,11.8,137.4,17.5,0.145,0.002,10.44,14.9,3.8,4.7,100.3,6.5,9.1,4.6
788,59897.50196,220.38,0.1,147,1.8,5.32,1072.9,2.7,209.8,7.4,0.783,0.01,56.47,-0.5,0.4,0.4,98.2,1.2,-2.4,0.8
789,59897.50289,222.7,0.38,44.9,0.5,3.96,1321.9,6.2,217.4,23,0.178,0.002,12.84,-0.7,1.2,1.2,86.2,3.2,14.2,2.4
790,59897.5029,221.52,0.48,91.1,1.1,5.59,1221.8,4.1,276.4,26.8,0.509,0.006,36.73,-1.9,0.5,0.5,98.6,1.4,-8.3,1
791,59897.50298,222.69,0.45,49.5,0.6,4.94,1462.2,23.4,319.7,50.7,0.244,0.003,17.63,7.5,1.8,1.9,90.6,2.7,0.1,2
792,59897.50326,219.36,0.24,25.7,0.3,0.54,1034.4,3.6,54.5,8.9,0.014,0,1,-27.3,33.8,39.7,56.1,22.7,1.5,19.8
793,59897.50414,220.86,0.14,35.9,0.4,3.93,1019.7,9.6,171.6,17.2,0.141,0.002,10.18,-4.5,2.6,2.6,94.8,6.2,6.5,4.5
794,59897.50446,221.73,0.49,32.3,0.4,5.05,1169.7,14.2,451.2,153.1,0.163,0.002,11.78,-4.5,1.6,1.6,92.1,5.4,-10.6,4
795,59897.50468,226.94,0.92,60.2,0.7,5.18,1373.7,8,270.1,29.4,0.312,0.004,22.48,1.1,1.2,1.2,98.8,2.6,0.3,1.9
796,59897.50471,221.36,2.01,25.7,0.3,1.61,1106.7,8.1,128.8,22.5,0.041,0.001,2.97,0.3,6.1,6.4,118.4,19.3,7.9,12.5
797,59897.50492,221.55,2.23,27.8,0.3,1.77,1621.9,495.8,205.2,320.3,0.049,0.001,3.55,1.9,35.6,39.6,159.3,38.4,-13,20.6
798,59897.50576,220.22,0.26,26,0.3,2.46,1022.3,4.4,67.5,9.6,0.064,0.001,4.62,25.3,25.9,30.2,52.1,13.2,-27.9,12.2
799,59897.50598,219.81,0.2,32.7,0.4,1.59,986.8,55.4,241.9,76.8,0.052,0.001,3.75,-24.5,12.5,11.4,87.3,13.8,12.6,10.5
800,59897.50636,223.21,0.35,29.2,0.4,3.6,1383.4,14.2,276.5,50.5,0.105,0.001,7.6,-5.3,3.7,3,89.8,6.4,18,4.8
801,59897.50649,221,0.13,224.8,2.7,5.39,1141.5,2.1,210.6,7.1,1.211,0.015,87.39,-0.9,0.2,0.2,100.4,0.8,0.8,0.6
802,59897.50662,220.95,0.17,29.6,0.4,2.4,1013.8,3.8,79.2,7.1,0.071,0.001,5.13,5.1,9.8,9.3,81.6,8.7,20.2,6.8
803,59897.50664,220.61,0.31,28,0.3,2.2,1048.5,10.7,128.3,27.3,0.061,0.001,4.43,9.5,8.2,9,73.2,11.8,-5.2,9.5
804,59897.507,219.81,0.29,28,0.3,0.73,977.7,38.1,90.4,37.4,0.02,0,1.47,31.1,56.9,47.4,51.2,15.1,-7.5,13.4
805,59897.5072,220.65,0.16,45.8,0.6,5.53,1019.9,13.1,228.7,23.3,0.253,0.003,18.27,0.3,1.4,1.4,87.7,3.5,1.7,2.6
806,59897.50735,220.1,0.07,176.3,2.1,1.62,1009.7,6.7,173.5,10.8,0.285,0.003,20.55,1.3,0.9,0.9,99.8,1.8,0,1.3
807,59897.50759,219.96,0.09,67.8,0.8,4.2,1005.4,5.8,134,9.1,0.285,0.003,20.54,-4.5,2,1.9,95.3,3.2,8.9,2.3
808,59897.50773,220.51,0.12,155.6,1.9,6.9,1075.1,3.3,214.2,9.3,1.074,0.013,77.48,0.7,0.3,0.3,100.4,0.9,-8,0.7
