,MJD,DM,DMError,Flux,FluxError,Width,PeakFrequency,PeakFrequencyError,BandWidth,BandWidthError,Fluence,FluenceError,Energy,RM,RMErrorLeft,RMErrorRight,Linear,LinearError,Circular,CircularError
0,59880.49762,220.24,1.76,117.4,1.4,4.7,1479.5,5.4,122.4,9.3,0.552,0.007,39.79,-4.3,1.9,2.1,95,1.4,5.3,1
1,59880.49762,217.82,2.9,115.5,1.4,3.72,1366.2,4.3,231.4,15,0.429,0.005,30.97,-0.3,0.8,0.8,98.5,1.8,-16.9,1.3
2,59880.49768,221.87,0.06,242.8,3,4.09,1300,13.7,735.7,896.2,0.993,0.012,71.61,1.1,0.2,0.2,97.7,1,3.3,0.7
3,59880.49795,220.88,3.78,174.6,2.1,3.54,1381,6.8,321.4,28,0.619,0.008,44.63,0.5,0.5,0.5,98.6,1.4,-6.7,1
4,59880.49799,220.91,0.24,32.1,0.4,4.06,1095.7,11.2,251.7,34.6,0.13,0.002,9.4,-3.1,1.8,1.5,94.5,6.7,-16.1,4.9
5,59880.49813,219.64,5.08,95.2,1.2,4.89,1564,56.7,338.4,65.8,0.465,0.006,33.55,2.1,1.2,1.2,90.6,1.6,7.2,1.2
6,59880.4982,223.3,0.17,138.2,1.7,8.97,1449.5,26.3,332.1,63.9,1.24,0.015,89.42,0.1,0.3,0.4,97.2,0.9,14.8,0.6
7,59880.49861,222.98,1.36,96.5,1.2,8.65,1399,15.2,374.2,61.9,0.834,0.01,60.19,3.1,0.6,0.6,97.8,1.5,-2.7,1
8,59880.49864,220.22,0.24,34.5,0.4,0.64,1004.4,22.4,110.3,34.3,0.022,0,1.59,13.3,21,21.9,82,20.2,34.6,16.5
9,59880.49892,221.35,0.21,77.7,0.9,8.74,1083,5.5,256.5,16.1,0.679,0.008,48.98,1.9,0.6,0.6,98.7,2.2,-3.8,1.6
10,59880.49898,220.75,0.32,29.1,0.4,0.95,875.2,197.9,175.8,108.2,0.028,0,1.99,-14.1,14.3,15.2,240.4,89.8,23.3,35.4
11,59880.49934,222,0.21,46.3,0.6,3.42,1183.7,6.8,299.6,38.6,0.158,0.002,11.41,1.9,1.4,1.3,96.2,4.9,11.8,3.6
12,59880.49934,219.36,1.53,40,0.5,3.08,1507.5,20.3,150.6,27.3,0.123,0.001,8.89,-28.3,13.1,11.4,70.6,4.9,-5.6,4
13,59880.49934,220.18,0.13,69.7,0.8,2.82,1094.8,3.7,193.2,11.1,0.196,0.002,14.15,1.1,1.2,1.2,97.5,4,-18.9,2.9
14,59880.49941,222.85,1.46,131.4,1.6,4.17,1318,6.2,330.9,41.1,0.548,0.007,39.5,-0.1,0.6,0.6,94.2,1.8,-3.3,1.3
15,59880.49948,221.95,0.59,231.6,2.8,7.8,1376.1,9.8,536.6,91.9,1.807,0.022,130.37,0.5,0.2,0.2,98.8,0.5,10.5,0.4
16,59880.49948,221.46,0.39,69.5,0.8,3.55,1168.6,3.4,252,13.9,0.247,0.003,17.78,3.5,1,1,100.4,3.2,4.8,2.2
17,59880.4995,220.65,0.18,55.4,0.7,2.39,1079.7,3.7,154.9,10.6,0.133,0.002,9.56,3.9,2.5,2.5,94.7,5.8,-33.9,4.4
18,59880.4995,219.17,0.5,29.8,0.4,1.02,1037.8,29.2,153.7,66.6,0.03,0,2.18,-4.1,8.9,8.5,144.6,36.8,-47.9,23.2
19,59880.49975,219.91,0.22,30.6,0.4,5.64,990.2,14,113.8,16.8,0.172,0.002,12.44,-12.3,6.2,6.2,81.2,7.4,-7.7,5.8
20,59880.50014,218.82,4.76,29.2,0.3,1.25,1469.7,13.8,123.3,30.1,0.037,0,2.63,-25.5,29,24.3,101.3,17.5,21.3,12.6
21,59880.50014,219.28,0.39,29.7,0.4,1.73,1286.3,11.6,274.4,72.1,0.051,0.001,3.7,-17.7,5.5,4.8,85.1,11.5,-12.6,8.8
22,59880.50014,222.1,0.21,48.8,0.6,2.87,1188.3,7.1,229.5,28.8,0.14,0.002,10.1,-2.5,1.7,1.7,104.5,6.4,-10.2,4.5
23,59880.50016,222.32,0.96,213.7,2.6,4.74,1270.4,2.9,257.7,18.1,1.013,0.012,73.07,3.5,0.3,0.3,101.5,0.8,-8.2,0.6
24,59880.5003,221.81,0.14,285.1,3.4,16.13,1117.8,2.6,294.8,10,4.599,0.055,331.75,0.9,0.1,0.1,98.9,0.4,9.7,0.3
25,59880.5003,220.68,0.18,37.8,0.5,3.1,1005.2,8.5,117.1,13.4,0.117,0.001,8.46,10.3,5.4,5.3,106.3,7.5,-5.4,5.2
26,59880.50046,219.82,0.33,29.7,0.4,1.71,1027.8,15.7,122.7,31.9,0.051,0.001,3.67,9.1,16.8,18.7,85.7,16,-2.7,12.2
27,59880.50064,223.59,0.2,235.1,2.8,6.03,1187.4,2.5,265.5,12.1,1.417,0.017,102.23,-1.9,0.2,0.2,85.5,0.7,-40.6,0.6
28,59880.50087,220.63,0.17,121.3,1.4,10.73,1037.5,4.5,204,9.4,1.302,0.015,93.9,-1.1,0.4,0.4,98.9,1.3,7.7,0.9
29,59880.50087,219.63,0.33,26.8,0.3,1.48,996.3,22.7,76.8,29.6,0.04,0,2.87,41.1,21.3,24.3,59.7,14.6,26,13
30,59880.50111,222.44,0.95,20,0.2,0.73,1490.3,59.7,133.7,96.4,0.015,0,1.06,-94.1,138.7,103.6,45.9,23.8,-18.7,22
31,59880.50116,225.33,0.72,37.5,0.4,3.33,1425.9,19.6,305.4,55.1,0.125,0.001,9.02,6.5,3.2,2.7,115.9,7.4,2,4.9
32,59880.5015,220.19,0.1,111.2,1.3,3.05,1027,6.3,190.8,12.1,0.338,0.004,24.42,3.3,1.1,1.1,98.7,3.2,-9.7,2.3
33,59880.50158,220.52,0.12,768.8,9.1,4.48,1039.9,4,252.3,8,3.446,0.041,248.56,-0.9,0.1,0.1,98.6,0.4,-13.9,0.3
34,59880.50166,219.85,0.11,83.5,1,8.03,1021.5,3.2,134.5,5.9,0.67,0.008,48.36,0.3,0.8,0.8,98,1.7,11.7,1.2
35,59880.50167,222.07,4.28,49,0.6,3.59,1417,12.9,285.2,37.6,0.176,0.002,12.71,-4.5,2.6,2.4,95.5,5.1,9.8,3.7
36,59880.50189,221.64,5.33,39.9,0.5,1.93,1370.6,10.2,240.9,35.4,0.077,0.001,5.55,2.9,3.5,3.9,91,6.8,17.2,5.1
37,59880.50236,221.26,0.28,290.6,3.4,5.08,1085.6,3.7,260.8,10.8,1.477,0.017,106.55,0.1,0.3,0.3,99.1,1,8.1,0.7
38,59880.50236,225.21,0.68,208.5,2.4,9.04,1085.2,3.3,255.6,9.7,1.885,0.022,136.01,-0.5,0.2,0.2,98.4,0.7,11.3,0.5
39,59880.50244,220.16,0.18,27,0.3,1.96,1047.4,4.6,98.6,12.2,0.053,0.001,3.83,-23.9,9.1,7.6,103.1,15.8,8.5,11
40,59880.50264,222.31,3.4,23.2,0.3,0.88,1526.3,95.8,209.6,116.7,0.02,0,1.47,-43.9,40.8,38.6,121.4,20.4,-8.7,13
41,59880.50266,219.81,0.03,589.9,6.9,2.23,1329.2,31.7,715.7,554.4,1.318,0.015,95.04,20.5,0.1,0.2,82,0.5,-10.7,0.4
42,59880.50267,223.43,1.52,56.4,0.7,4.83,1202.4,6,247,28.1,0.272,0.003,19.66,2.7,1.3,1.4,100.2,4.5,-0.3,3.2
43,59880.5027,223.02,0.6,391.1,4.6,7.23,1434.2,9.9,330,26.8,2.828,0.033,204.03,-0.9,0.2,0.2,98.6,0.4,-4.7,0.3
44,59880.50323,219.68,2.05,30,0.3,0.2,1014.7,14.2,63.5,31.3,0.006,0,0.44,13.9,48.1,54.7,90.9,62.4,-129.6,75.6
45,59880.50328,221.79,0.29,101.7,1.2,7.72,1147.4,3,232,10.9,0.785,0.009,56.61,2.1,0.5,0.5,101.4,1.6,-3.8,1.1
46,59880.50333,221.12,2.91,90.1,1,4.62,1459.9,18.1,311.7,39.3,0.416,0.005,30.03,2.9,1.1,1.1,94.8,2,-4.3,1.5
47,59880.50343,216.96,0.22,71.1,0.8,4.41,1561.5,42.1,275.1,44.7,0.313,0.004,22.61,0.3,2.2,2.3,103.4,2.6,-0.1,1.8
48,59880.50343,219.5,2.6,81.9,1,5.22,1214.7,5,476,122.6,0.428,0.005,30.85,0.3,0.8,0.9,98.8,2.8,-9.8,2
49,59880.50343,214.78,0.25,30.5,0.4,1.37,1497.2,32.7,165,49,0.042,0,3.02,-46.3,52.7,44.8,105.4,16,-17.4,11.2
50,59880.50343,225.08,0.16,123.8,1.4,8.98,1182.4,4.3,405.2,45.8,1.111,0.013,80.17,-1.9,0.4,0.4,99.5,1.2,3.6,0.9
51,59880.50354,219.85,5.2,34.1,0.4,2.12,1345.4,19.3,306.8,93.8,0.072,0.001,5.2,0.5,5.7,5.1,79.3,11.1,-13.4,8.8
52,59880.50359,225.03,0.25,142.1,1.6,6.84,1358.4,7.2,389.6,44.7,0.972,0.011,70.11,1.5,0.4,0.4,97.2,1,-3.6,0.7
53,59880.50374,219.25,3.39,30.6,0.4,1.33,1461.8,5.2,63.2,13.2,0.041,0,2.95,47.3,30.4,31.6,96.9,12,14.2,8.7
54,59880.50374,223.97,0.5,127.6,1.5,5.87,1529.9,35.1,329.7,47.8,0.749,0.009,54.06,-0.5,0.9,0.9,97.7,1.2,3.3,0.9
55,59880.50385,217.47,3.26,26.4,0.3,1.42,1603.8,205.3,350.3,200.7,0.038,0,2.71,1.3,6.9,8.8,93.6,11.1,24.8,8.4
56,59880.50392,220.57,2.24,27,0.3,1.19,1527.9,73.8,172.8,84.2,0.032,0,2.31,18.3,32.7,34.4,92,12.6,15.8,9.4
57,59880.50393,220.47,0.17,30.7,0.4,2.47,1013,2.8,59.4,5.6,0.076,0.001,5.48,-3.7,12.6,15.3,86.2,11,-1,8.4
58,59880.50406,220.2,1.88,26.1,0.3,0.73,1479.7,10.2,71.2,23.8,0.019,0,1.38,33.1,96.5,80,38.6,25,66.9,28.1
59,59880.50414,213.88,0.73,183.7,2.1,25.91,1247,6.1,271.6,45.6,4.761,0.055,343.44,-3.3,0.2,0.2,96.2,0.5,-3.1,0.3
60,59880.50419,225.59,0.85,44.1,0.5,5.63,1204.8,6.3,217.3,26,0.248,0.003,17.9,-3.3,1.4,1.4,94.3,4.6,-9.1,3.4
61,59880.50423,225.63,0.23,111.8,1.3,10.11,1160.3,7.8,570.3,132.4,1.13,0.013,81.54,-5.1,0.5,0.4,98.7,1.3,10,0.9
62,59880.50446,219.54,1.98,30.9,0.4,2.24,1529.9,58.2,221.8,70.3,0.069,0.001,5,22.3,18.4,17.3,92.4,12.4,7.5,9.2
63,59880.50447,221.28,0.24,99.1,1.1,6.99,1087.1,3,187.4,8.8,0.693,0.008,49.96,-0.3,0.4,0.4,99.1,1.3,-13.3,1
64,59880.50447,224.16,0.13,214.5,2.5,7.18,1008,6,198.4,9.3,1.541,0.018,111.19,1.5,0.3,0.3,94,0.7,-26.7,0.5
65,59880.5047,223.75,0.12,278.6,3.2,5.55,1174.4,2.9,313.1,17,1.546,0.018,111.51,1.7,0.2,0.2,99.9,0.8,0.6,0.6
66,59880.50478,221.35,0.23,1942.5,22.3,1.07,1450.4,8.2,231,18.5,2.086,0.024,150.45,-11.5,0.1,0.1,88.6,0.3,35.6,0.2
67,59880.50487,220.56,0.1,164.5,1.9,7.77,1058.4,2.6,207.3,6.6,1.277,0.015,92.15,-1.5,0.3,0.3,99.7,0.9,3,0.6
68,59880.50489,221.05,4.01,155.4,1.8,3.7,1278.7,5.8,213.2,23.9,0.575,0.007,41.48,1.3,0.7,0.7,88.6,1.5,32.4,1.2
69,59880.50498,223.99,0.35,93.1,1.1,4.71,1448.4,23.4,436.1,70.2,0.439,0.005,31.66,0.9,0.8,0.8,97.6,1.9,0.9,1.4
70,59880.50499,220.93,3.25,130,1.5,4.07,1345.5,6,327.9,32.5,0.529,0.006,38.13,2.7,0.6,0.5,97.3,1.5,-4.8,1.1
71,59880.50523,222.05,0.69,93.7,1.1,5.08,1261,4.6,255.8,29.1,0.476,0.005,34.31,0.7,0.7,0.7,99.7,2.3,-2.5,1.6
72,59880.50579,221.25,0.45,1453.8,16.6,1.71,1380.2,4.3,310.4,17.3,2.486,0.028,179.34,0.5,0.2,0.2,98.3,0.3,-13.9,0.2
73,59880.50579,219.07,2.52,35.3,0.4,1.53,1130.6,8.5,326,37.8,0.054,0.001,3.9,-0.1,5.1,4.8,101.1,11.3,1.6,8
74,59880.50579,222.22,0.92,27.1,0.3,1.65,1239.1,10.6,140.3,30.9,0.045,0.001,3.24,1.1,7.1,6.5,83.3,12.5,-19.5,9.8
75,59880.50579,223.54,0.47,36.6,0.4,3.58,1169.7,5.1,192.4,17,0.131,0.001,9.46,-5.1,1.6,1.5,115.6,6.1,-4.3,4
76,59880.50607,219.64,0.1,121.1,1.4,7.8,1012.7,7.2,206.9,11.9,0.945,0.011,68.18,2.3,0.5,0.5,98,1.4,-0.7,1
77,59880.50653,220.97,3.73,95.3,1.1,7.69,1362.5,7,330,33,0.733,0.008,52.88,-0.1,0.5,0.4,95.4,1.3,-4.7,0.9
78,59880.50662,222.62,0.17,203,2.3,4.03,1385.7,4.8,301.3,18.1,0.817,0.009,58.95,0.1,0.4,0.4,97.9,0.9,1.7,0.6
79,59880.50663,222.89,0.7,39.5,0.4,2.37,1160.6,9.3,203.8,30.7,0.094,0.001,6.77,13.7,2.7,2.9,93.7,9.3,-5.4,6.8
80,59880.50674,220.56,0.19,26.1,0.3,1.74,1003.3,12.7,98.7,19.2,0.045,0.001,3.28,-5.5,15.7,14.8,50.8,12,-2.1,10.7
81,59880.50696,221.28,1.41,33.1,0.4,2.67,1579.4,111.5,289.8,109.9,0.088,0.001,6.37,6.3,9.7,9.8,94.2,7.6,0.2,5.5
82,59880.50703,221.64,0.32,55.9,0.6,5.03,1154.9,7,275.1,30.3,0.281,0.003,20.26,0.9,1,1.1,94.6,3.8,4.9,2.8
83,59880.50725,222.39,1.3,155.8,1.8,5.84,1194.1,3.4,258.5,17,0.909,0.01,65.58,1.1,0.3,0.3,97.3,1.1,-2.4,0.8
84,59880.50725,216.05,0.16,31.9,0.4,2.71,1043.8,13.4,143,31,0.086,0.001,6.24,5.9,3.2,3.3,83.4,7.7,4.7,5.9
85,59880.50739,219.35,0.33,35,0.4,3.33,1015.1,36.5,237.6,61.9,0.116,0.001,8.4,-5.3,4.7,4.3,80,11.1,21.5,8.8
86,59880.50758,218.96,0.14,63.6,0.7,8.09,1033.7,5,177.3,10.4,0.515,0.006,37.13,0.3,1,1,98.4,2.5,15.1,1.8
87,59880.5076,226.32,0.42,198.3,2.2,6.26,1115.5,2.8,236.6,9.4,1.242,0.014,89.59,-0.7,0.3,0.3,97.9,1,0.5,0.7
88,59880.50772,220.6,4.59,29.9,0.3,1.67,1484.6,17.3,140,29.5,0.05,0.001,3.61,5.5,17.3,16.3,96.7,10.2,-1.1,7.4
89,59880.50818,220.86,0.32,106.8,1.2,3.69,1513.7,21.5,241.2,28.9,0.394,0.004,28.39,-4.3,1.5,1.4,93.9,1.6,7.5,1.2
90,59880.50818,220.57,0.12,66,0.7,3.64,1017.5,4.7,118.2,8.2,0.24,0.003,17.31,-0.3,2.4,2.4,84.5,3.4,-34,2.8
91,59880.50821,219.93,0.27,28.3,0.3,2.11,992.3,27.6,114.3,34.8,0.06,0.001,4.3,-6.9,12.5,11.7,114.2,14.8,27.5,10.1
92,59880.50844,221.24,0.28,29.6,0.3,1.86,1100.9,20.3,249.3,64.3,0.055,0.001,3.97,-1.9,4.4,4.4,86.5,13.4,13.2,10.2
93,59880.50847,221.25,0.38,35.8,0.4,2.57,1010.8,8.3,97.3,13.5,0.092,0.001,6.64,-3.5,7.1,6.9,115.4,11.2,6.5,7.3
94,59880.50863,219.32,0.43,24.8,0.3,1.88,1020,28.1,92.6,59.9,0.047,0.001,3.36,3.7,22.5,29.1,113.5,33.3,13.5,22.2
95,59880.50863,220.62,0.11,50.3,0.6,4.24,1019.4,9.2,169.1,16.1,0.213,0.002,15.4,-6.7,2.3,2.2,90.1,5,-24.8,3.8
96,59880.50889,219.55,0.13,423.4,4.7,10.36,1033.3,2.6,188.4,4.9,4.388,0.049,316.52,0.5,0.1,0.1,98.7,0.3,-10.9,0.2
97,59880.50905,222.26,0.17,203.6,2.3,9.61,1068.4,5.4,297.8,14.5,1.957,0.022,141.18,0.9,0.2,0.2,98.5,0.7,5.5,0.5
98,59880.5093,221.4,0.12,216.5,2.4,8.31,1064.2,3.6,245.1,9,1.798,0.02,129.7,-0.9,0.2,0.2,99.4,0.7,8.8,0.5
99,59880.50936,220.81,1.83,57.7,0.6,2.7,1537.9,37.2,191.1,39.1,0.156,0.002,11.23,13.5,4.9,5.3,88.7,3.6,7,2.7
100,59880.50939,221.93,3.1,38.4,0.4,2.03,1175.3,9,184.2,29.7,0.078,0.001,5.64,13.9,3.3,3.8,85.1,9.5,-0.8,7.2
101,59880.50957,224.98,0.5,46.2,0.5,5.5,1410.5,18.4,411.7,71.5,0.254,0.003,18.35,2.3,1.6,1.7,93,3.7,-7.7,2.7
102,59880.50957,225.31,0.57,45.5,0.5,5.33,1396.2,13.5,360,51.3,0.242,0.003,17.48,-0.1,1.5,1.5,97.5,3.6,-8.4,2.6
103,59880.5096,220.25,0.24,26.6,0.3,0.51,1008.2,4.4,46.5,7.9,0.014,0,0.98,42.5,33.4,33.8,185.2,81.8,60.4,45.4
104,59880.50961,223.07,3.5,106.9,1.2,7.86,1208.2,5.5,339,49.9,0.841,0.009,60.63,-0.7,0.5,0.5,100.2,1.7,-1.2,1.2
105,59880.50961,216.49,0.16,84.5,0.9,3.32,1134.2,3.4,184.5,10.3,0.281,0.003,20.26,0.7,1.1,1.1,95.9,4.1,-29.2,3.1
106,59880.50994,223.51,0.33,36.6,0.4,7.7,1299.1,10,505.3,222.8,0.282,0.003,20.35,-1.7,1.4,1.5,106,5,-0.6,3.4
107,59880.50994,220.69,0.27,34.7,0.4,1.51,1046,9.5,136.9,23.3,0.053,0.001,3.79,-13.5,6.4,6.4,55.6,12.7,-13,11.2
108,59880.50994,222.08,0.41,106.4,1.2,13.35,1158.6,6.1,448.4,60.6,1.421,0.016,102.5,2.1,0.4,0.4,97.6,1,-2.5,0.7
109,59880.5105,225.6,3.66,58.8,0.6,6.93,1322.3,5.2,240.9,21.4,0.408,0.004,29.42,4.7,1.1,1.1,91.6,2.6,-10.9,1.9
110,59880.51089,221.7,0.15,132.9,1.5,3.99,1280.5,3.1,227.3,14.6,0.531,0.006,38.3,-4.7,0.4,0.4,95.3,1.4,13.4,1
111,59880.51091,225.58,0.37,170.8,1.9,7.34,1497.7,25.4,445.3,52.4,1.254,0.014,90.47,-3.9,0.4,0.4,97.1,0.7,1.4,0.5
112,59880.51092,219.58,0.42,23.5,0.3,1.91,999.6,15.4,78.1,21.6,0.045,0,3.24,-18.5,21.2,21,71.6,15.7,-21.5,13
113,59880.51093,221.35,0.19,311.3,3.4,5.46,1108.8,3.3,221.8,10.6,1.699,0.019,122.56,0.3,0.1,0.1,96.5,0.5,19.5,0.4
114,59880.51093,222.42,0.29,1487.2,16.2,7.1,1244.6,2.3,232.8,12.2,10.558,0.115,761.65,1.3,0,0,96.7,0.1,-11.4,0.1
115,59880.51102,224.48,0.68,59.8,0.7,6.66,1422.8,13.3,322.8,38.7,0.398,0.004,28.71,2.1,1,1,97.6,2,5.4,1.4
116,59880.51102,216.57,2.42,269.2,2.9,2.35,1574.5,46.6,282.2,45.7,0.634,0.007,45.72,10.7,1,1.1,93.2,1.3,-9.2,1
117,59880.51111,220.09,0.12,35.6,0.4,2.13,1008.1,7.1,90,11.7,0.076,0.001,5.47,-13.9,9,8.4,79,10.1,-1.7,7.9
118,59880.51136,220.94,0.14,103.3,1.1,5.38,1056.9,7,251.9,16.6,0.555,0.006,40.05,2.9,0.5,0.6,91.8,1.8,-13.8,1.3
119,59880.51146,223.64,1.58,45.3,0.5,2.68,1401.3,9.1,259.4,28.7,0.121,0.001,8.75,0.7,2.9,2.8,86.3,4.9,-9.8,3.8
120,59880.51148,223.72,1.03,34.9,0.4,2.58,1154.7,7.9,174.2,23.5,0.09,0.001,6.5,2.9,3.8,3.8,94.1,10.1,7.7,7.4
121,59880.51151,221.72,0.41,73,0.8,5.69,1534.2,34.3,284.6,43,0.415,0.005,29.93,-8.9,1.2,1.1,94.2,1.6,13.8,1.2
122,59880.5116,220.19,0.16,286.2,3.1,20.33,1102.6,3.5,348.8,13.6,5.819,0.063,419.75,0.5,0.1,0.1,98.9,0.3,6.4,0.2
123,59880.5116,217.61,4.9,109.3,1.2,9.91,1036.8,9,186.3,17.6,1.083,0.012,78.12,1.7,0.3,0.3,96.5,1.2,10.4,0.8
124,59880.51168,224.35,0.29,134.1,1.5,7.13,1373.2,4.5,284.5,17.4,0.956,0.01,68.99,1.1,0.4,0.4,99.3,0.9,-3.3,0.7
125,59880.5118,221.9,1.26,32,0.3,1.86,1223.9,6.3,137.1,18.4,0.06,0.001,4.3,-7.5,6.6,6.4,77.8,10,13,8
126,59880.51206,220.32,0.09,70.5,0.8,6.65,1018.9,2.9,130.4,5.3,0.469,0.005,33.81,4.1,1.1,1.2,94.6,2.2,-14.1,1.6
127,59880.51209,221.28,0.55,28.6,0.3,1.74,1172.8,7.9,182.3,25.2,0.05,0.001,3.6,-5.5,4.9,4.3,86.5,10.2,4.8,7.7
128,59880.51227,222.14,0.43,32.8,0.4,3.84,1585.1,106.2,303.3,103.6,0.126,0.001,9.1,8.5,7.4,8.3,91.1,5.5,-5.6,4.1
129,59880.51233,222,0.63,129.8,1.4,6.22,1505.2,16.6,265.9,24.4,0.807,0.009,58.2,0.1,0.7,0.7,99.1,0.9,12.6,0.7
130,59880.5125,220.67,0.26,28,0.3,1.33,1015,5.8,72.2,12,0.037,0,2.68,-26.9,18.4,22.7,39.8,17.2,8.6,16.1
131,59880.51258,220.18,0.11,53.2,0.6,4.01,1037.7,5.5,168.4,11.9,0.213,0.002,15.36,3.7,1.9,2,88.1,4.5,6.3,3.4
132,59880.51267,220.59,0.32,28.5,0.3,3.63,1085.6,8.6,202.9,25.4,0.103,0.001,7.47,-4.3,3.3,3.8,111.2,10.2,1.5,6.8
133,59880.51267,220.78,2.59,30.3,0.3,1.23,1541.4,63.9,156.1,60.9,0.037,0,2.7,43.5,33.7,36.2,118,13.7,21,9
134,59880.51268,219.32,0.46,33.9,0.4,3.56,1420.8,130.9,86.5,127.5,0.121,0.001,8.7,-9.9,4.2,4,93.3,5.5,-2,4
135,59880.51268,222.77,0.49,114,1.2,8.98,1532.8,20.7,176.5,22.3,1.024,0.011,73.85,-1.3,0.6,0.6,92.1,1,20.5,0.7
136,59880.51268,223.76,1.24,135.2,1.5,10.86,1173,3.5,210.7,12.4,1.469,0.016,105.95,0.5,0.3,0.3,96.5,0.9,6.1,0.7
137,59880.51268,221.3,5.04,404,4.3,13.17,1366.6,1.8,263.3,6.8,5.323,0.057,384,-2.5,0.1,0.1,97.6,0.2,16,0.2
138,59880.51268,222.06,0.22,126.8,1.4,8.37,1045,10.1,251.1,21.8,1.062,0.011,76.6,7.3,0.3,0.3,96.5,1.1,3.4,0.8
139,59880.51278,219.38,2.23,26.1,0.3,1.83,1547.3,67.5,167.1,64.2,0.048,0.001,3.44,-15.7,19.7,21.7,74,8.8,0.2,7.1
140,59880.51284,220.52,0.11,34.6,0.4,3.82,996.1,10.1,119,13.4,0.132,0.001,9.53,0.3,4.7,4.6,86.6,5.7,0.7,4.3
141,59880.51284,221.23,3.3,30.1,0.3,2.98,1228.9,8.7,296.9,70.9,0.09,0.001,6.47,-2.3,3.5,3.2,85.3,8.6,-2.8,6.6
142,59880.51288,220.12,0.12,70.8,0.8,6.69,1017.4,4.6,158.6,8.2,0.474,0.005,34.18,-0.3,1,1,97.8,2.4,-1.9,1.7
143,59880.51289,219.25,0.25,35.1,0.4,3.11,987.3,11.1,69.2,10.4,0.109,0.001,7.88,13.1,10.2,16.4,59.7,9.3,8,8
144,59880.51295,220.8,2.6,71.8,0.8,2.71,1497.7,45.4,317.4,75,0.195,0.002,14.03,-13.9,2.2,2.2,97.7,3.8,1.9,2.8
145,59880.51295,221.52,3.58,30.9,0.3,1.23,1200.1,12.8,254.3,63.3,0.038,0,2.75,-25.5,6,6,85.1,12.1,28.1,9.6
146,59880.51305,222.88,1.11,33.7,0.4,2.31,1251.5,15.4,236.6,83.2,0.078,0.001,5.62,-10.7,9.5,5.8,76.3,7.8,12.7,6.3
147,59880.5131,219.58,2.19,27.3,0.3,2.77,1574.5,94.5,205.2,80.5,0.076,0.001,5.45,-13.5,13.9,13.6,98.1,7.4,3.9,5.3
148,59880.51314,221.94,0.17,126.2,1.4,7.75,1159.7,2.7,228.4,9.7,0.978,0.01,70.52,1.3,0.3,0.3,99.9,1.1,3.3,0.8
149,59880.51314,220.4,0.17,38,0.4,1.08,1030.2,5.7,86.7,13.7,0.041,0,2.96,6.9,7.2,7.2,82.9,12.6,-3.8,9.7
150,59880.51316,220.26,0.18,127.7,1.4,11.63,1084.1,3.6,257.6,10.6,1.485,0.016,107.16,-2.3,0.2,0.2,96.1,0.9,18,0.6
151,59880.51348,218.82,0.22,30.8,0.3,1.66,1011.3,5.3,68.9,9,0.051,0.001,3.67,-6.7,12.6,12.2,112.7,13.5,-18.1,9.1
152,59880.51353,221.64,2.23,35.3,0.4,2.15,1516.9,32.1,79.1,32.5,0.076,0.001,5.48,-26.3,15.8,14.8,99.6,6.9,-1.2,4.9
153,59880.51353,223.04,0.26,529,5.7,3.68,1417.2,4.3,267.8,12.3,1.945,0.021,140.29,-0.1,0.2,0.2,97.8,0.4,-2,0.3
154,59880.51365,220.59,0.29,26.5,0.3,1.16,868.4,248.9,205,150.7,0.031,0,2.23,-11.1,16.9,19.3,111.1,23.7,-1.1,15.9
155,59880.51366,220.37,0.1,203,2.2,6.75,1039.6,2.5,171.7,5.3,1.37,0.015,98.86,1.3,0.3,0.3,99.2,0.7,-8.9,0.5
156,59880.51399,221.13,4.6,164.4,1.7,5.69,1501.7,19.9,324.5,31.4,0.936,0.01,67.52,-3.1,0.6,0.5,98.2,0.8,-7.5,0.6
157,59880.51399,220.23,0.16,382.2,4.1,1.13,1424.7,5.6,240.4,15.1,0.43,0.005,31.05,-0.9,0.7,0.7,98.2,1.1,3.1,0.8
158,59880.51399,215.44,1.17,44,0.5,1.54,1193.2,4.9,340.8,39.4,0.068,0.001,4.9,-7.9,3.4,3.2,86.8,6.5,-19.2,5
159,59880.51399,220.74,0.23,31.5,0.3,1.53,1063,20.8,387.8,62,0.048,0.001,3.48,5.1,4.6,4.4,123.8,14.6,7.2,9.2
160,59880.51414,220.46,0.14,89.5,1,5.47,1072.4,2.3,167.6,6.5,0.489,0.005,35.31,-0.9,0.8,0.8,98.4,2.4,2.1,1.7
161,59880.51418,220.56,1.72,30.5,0.3,1.69,1467.6,23.4,179.9,46.4,0.052,0.001,3.72,-5.7,10.8,11.1,99.2,12.6,-1.6,8.9
162,59880.51418,224.05,0.37,33.3,0.4,4.09,1332.1,7.4,283.6,35.1,0.136,0.001,9.83,-3.7,2.5,2.5,97.2,5.7,11.7,4.1
163,59880.51423,220.08,0.08,252.3,2.7,3.61,1098,4.4,268.2,14.2,0.91,0.01,65.67,-1.5,0.3,0.3,98.3,1.2,0.5,0.8
164,59880.51423,222.24,0.35,67.3,0.7,7.51,1068.1,23.6,471.9,89.5,0.506,0.005,36.47,-4.9,0.7,0.6,94.8,2.2,-10,1.6
165,59880.51423,219.86,0.13,58.7,0.6,3.72,1014.3,7.1,152.1,11.9,0.218,0.002,15.76,2.9,1.7,1.7,98,3.8,-2.8,2.7
